,O1,O2,O3,O4,O6,O7,O8,O10,O11
2014-07-05 12:30:55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:31:56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:32:58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:34:10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:35:21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:36:31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:37:39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:38:46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:39:51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:40:54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:41:55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:43:05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:44:12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:45:18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:46:23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:47:26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:48:27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:49:28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:50:36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:51:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:52:48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:53:53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:54:57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:56:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:57:02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:58:03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 12:59:04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:00:11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:01:18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:02:24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:03:29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:04:34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:05:39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:06:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:07:46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:08:50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:09:53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:10:56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:11:58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:13:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:14:01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:15:09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:16:10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:17:12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:18:13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:19:14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:20:15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:21:16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:22:18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:23:19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:24:20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:25:22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:26:24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:27:26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:28:27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:29:30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:30:32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:31:34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:32:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:33:40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:34:44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:35:49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:36:54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:38:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:39:06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:40:13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:41:21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:42:29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:43:30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:44:32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:45:34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:46:36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:47:39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:48:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:49:46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:50:51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:51:55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:53:01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:54:07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:55:13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:56:19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:57:26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:58:34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 13:59:42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:00:50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:01:59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:03:08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:04:09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:05:10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:06:11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:07:13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:08:14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:09:16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:10:18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:11:20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:12:22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:13:24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:14:26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:15:29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:16:31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:17:33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:18:35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:19:36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:20:38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:21:39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:22:40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:23:41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:24:49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:25:57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:27:05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:28:13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:29:20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:30:27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:31:34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:32:40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:33:46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:34:51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:35:57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:37:02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:38:06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:39:09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:40:12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:41:14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:42:15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:43:22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:44:27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:45:31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:46:34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:47:35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:48:41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:49:45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:50:48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:51:49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:52:54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:53:56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:54:57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:56:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:57:02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:58:06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 14:59:10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:00:14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:01:18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:02:22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:03:27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:04:31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:05:35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:06:39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:07:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:08:47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:09:51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:10:55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:12:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:13:04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:14:08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:15:12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:16:16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:17:21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:18:25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:19:30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:20:35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:21:40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:22:45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:23:46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:24:52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:25:53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:26:54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:27:55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:28:57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:29:59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:31:02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:32:04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:33:07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:34:11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:35:14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:36:18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:37:22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:38:27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:39:32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:40:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:41:43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:42:49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:43:50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:44:51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:45:53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:46:55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:47:57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:48:59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:50:08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:51:12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:52:15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:53:20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:54:24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:55:29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:56:35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:57:40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:58:41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 15:59:47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:00:48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:01:50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:02:51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:03:53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:04:56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:05:59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:07:02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:08:06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:09:10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:10:15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:11:20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:12:25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:13:31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:14:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:15:44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:16:45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:17:52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:18:53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:19:55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:20:57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:21:59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:23:01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:24:04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:25:07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:26:11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:27:15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:28:19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:29:23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:30:28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:31:33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:32:39,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:33:45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:34:51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:35:57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:37:04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:38:11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:39:12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:40:20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:41:28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:42:29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:43:30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:44:32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:45:34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:46:36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:47:38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:48:41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:49:44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:50:48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:51:51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:52:55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:54:00,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:55:13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:56:18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:57:23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:58:28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 16:59:34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 17:00:41,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 17:01:47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 17:02:54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 17:03:57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 17:05:13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 17:06:21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 17:07:29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 17:08:37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 17:09:38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2014-07-05 17:10:47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
