,"('J33', 'depthN')","('J64', 'depthN')","('J98', 'depthN')","('J102', 'depthN')","('OUT0', 'depthN')","('ST0', 'depthN')","('ST2', 'depthN')"
2016-10-08 00:50:38,0.003600932349754357,0.00528157954908252,0.0373507034702411,0.1720449874242821,5.923255193885373,0.00034243904911176234,0.00030018496831884687
2016-10-08 00:51:39,0.003717661916157999,0.0053449175074114,0.03834013574286345,0.180604946879604,5.9289483344515865,0.0003681266617672268,0.0003239411099773815
2016-10-08 00:52:41,0.003845807514882221,0.005465192323184358,0.03937410859494683,0.18969733082484497,5.934765314458681,0.00039611612683571875,0.0003496480675118333
2016-10-08 00:53:43,0.003975500755381752,0.00560571730511914,0.04043872280692388,0.19917185545952487,5.940584829485077,0.0004259138282785822,0.0003769218225750102
2016-10-08 00:54:45,0.004108944784159652,0.005804592081497284,0.041539751566020786,0.20903888225689404,5.946396551702777,0.0004575567577075958,0.0004058236669641598
2016-10-08 00:55:48,0.004251807329628378,0.0060455230287277,0.042712967836719656,0.21963136695726243,5.952359716681901,0.0004921010850914387,0.000437332856096465
2016-10-08 00:56:49,0.004399937993823705,0.006317764419315907,0.04388215238964273,0.23030476078793904,5.958084122269769,0.0005273813372693094,0.0004694698965116903
2016-10-08 00:57:52,0.004585225931215284,0.006483028331427113,0.04512989767998842,0.24184237289399227,5.963988137250999,0.0005661002564995672,0.0005046822567373989
2016-10-08 00:58:55,0.004783237970541697,0.006738704781085712,0.046437775839173814,0.25402816334477907,5.9699257644633725,0.0006076033990102081,0.0005423514480976994
2016-10-08 00:59:58,0.0049873121019070816,0.007130913043895135,0.047797815453180036,0.26673837304830667,5.975815696128633,0.0006514974317626996,0.0005820928786990974
2016-10-08 01:01:00,0.005195613200219523,0.0073500926326151165,0.049234498840183695,0.2799762399288245,5.985679072242035,0.0006977782049631667,0.0006238669973806343
2016-10-08 01:02:01,0.005405370449526669,0.007672221616927044,0.050810640206192206,0.2936140743808032,5.995444661123044,0.0007459467553782987,0.0006671966126348052
2016-10-08 01:03:03,0.005637212986788776,0.007996816004117188,0.05249480715389265,0.30827869822341436,6.005412122229183,0.0007983110823470191,0.000714129547930142
2016-10-08 01:04:06,0.005872332794270383,0.008408533046079714,0.05437365977010622,0.32407123416276806,6.015590799978517,0.0008553337166107397,0.0007650370779880707
2016-10-08 01:05:08,0.0061136545533414365,0.008733905964854167,0.056327152755391345,0.340267441070105,6.025680383377745,0.000915611547306422,0.0008186308612073525
2016-10-08 01:06:10,0.006366336767580187,0.009048455161026026,0.05881591021058258,0.3498716886202036,6.035634472208606,0.0009789827631589048,0.000874719092828651
2016-10-08 01:07:11,0.006618560870790868,0.009431725277442439,0.06285351290887894,0.35678525444389564,6.045459672242,0.0010458300477785686,0.0009333785662715193
2016-10-08 01:08:14,0.00688050433549731,0.009819216840509955,0.06860515288198396,0.36520804451357836,6.055572777824992,0.0011199007437322729,0.0009973730519460535
2016-10-08 01:09:16,0.007139116090484508,0.010146753176619552,0.07499623352360951,0.37292202524071644,6.065543300058048,0.0011988412607075822,0.0010642914639942603
2016-10-08 01:10:17,0.007392941705840756,0.010432624358451041,0.0819010646812727,0.37963399618551297,6.075371238941167,0.0012827607439743784,0.0011342536059403712
2016-10-08 01:11:19,0.007651000617003723,0.010892763995879157,0.08941882246626776,0.38600407876633236,6.085456955621781,0.0013753319663000396,0.0012105631672291856
2016-10-08 01:12:21,0.00790148626291368,0.011458130391562998,0.09699148416024174,0.3918369830993965,6.095387844444789,0.001472965781342469,0.001290730246943215
2016-10-08 01:13:22,0.00814352896755097,0.012321106539990377,0.10432014633431758,0.39727471390956515,6.105163261159653,0.0015754910861972623,0.0013753623463394742
2016-10-08 01:14:24,0.008385595027755714,0.013521092477030684,0.11130844496793012,0.40276858546188354,6.115164072283408,0.001687185296986212,0.0014690227368282143
2016-10-08 01:15:25,0.008617015735292135,0.01497277138314756,0.11756391309516757,0.40828355085452184,6.124998133319081,0.0018040469005803882,0.0015696961447208718
2016-10-08 01:16:27,0.008845125933223553,0.01664987140508235,0.12373449304865297,0.41400813141191456,6.135034711134267,0.0019309697251775535,0.0016832393150482063
2016-10-08 01:17:28,0.00906004484286527,0.018411874233719087,0.1303295063370682,0.41954721931082084,6.144895516720496,0.0020638535593418385,0.0018073369440218152
2016-10-08 01:18:31,0.00926832131549859,0.020256330020560737,0.13722771309021928,0.4250008599835813,6.154939344455844,0.0022085703496625454,0.0019477646971674835
2016-10-08 01:19:32,0.009461411904073184,0.022043662499746597,0.14360311360882733,0.43012692330685653,6.164801599985594,0.0023611347650261665,0.0021002107700945163
2016-10-08 01:20:34,0.009645127564268018,0.02382241983003419,0.14947615088456379,0.43511057992964974,6.174823677757892,0.0025279330516198785,0.0022709290338021894
2016-10-08 01:21:35,0.009811952905779145,0.02559128962358015,0.1549392226433423,0.4398444921091749,6.184653227824409,0.0027040157385329984,0.002455120644501346
2016-10-08 01:22:37,0.009966588489692493,0.027453025619680133,0.16053018050712348,0.44455962247098346,6.194630838940313,0.002896327700067237,0.002659959113314253
2016-10-08 01:23:38,0.010102853339308143,0.02933001976895168,0.1660217347765024,0.4490936420939118,6.204427683341034,0.003099316656337018,0.002878698357590175
2016-10-08 01:24:40,0.010224253231404912,0.03123677519108577,0.1715595325628378,0.4536127083650225,6.2143692055895965,0.0033204844653648017,0.0031182441037347964
2016-10-08 01:25:42,0.010329205031644972,0.03312741006658561,0.17708330153112498,0.4581300402892742,6.224447027795663,0.0035607759159643143,0.003378893297555148
2016-10-08 01:26:44,0.01041385196593276,0.03492810236336999,0.18235776912835752,0.4625207225957374,6.234357777737738,0.0038120096102925907,0.0036526721236968523
2016-10-08 01:27:46,0.010479955897620501,0.036713838420726105,0.18757820837247763,0.4669378124915381,6.244424161129116,0.004081208405401134,0.003948648585941971
2016-10-08 01:28:48,0.010524495470008242,0.038466255399278004,0.19268499808439854,0.4712361145594215,6.254353600008605,0.0043606194864749745,0.00425834410789162
2016-10-08 01:29:49,0.010547370811599337,0.04021708524032494,0.19693891800542868,0.475500613720883,6.26416284995431,0.00465022036869794,0.004581670198910957
2016-10-08 01:30:51,0.010548174060945614,0.04205038980048284,0.20125465449721763,0.4800286571163135,6.2741604389138335,0.004958963361731286,0.004928890389813652
2016-10-08 01:31:52,0.010526043799416428,0.04394536761206987,0.2057673673722758,0.4845564724199912,6.284062166715033,0.005278052581311888,0.005290094081877586
2016-10-08 01:32:53,0.01079720894996094,0.04591637420988694,0.2098416994932575,0.489069175619324,6.293880922217402,0.005607722050526568,0.0056650225099829895
2016-10-08 01:33:54,0.011089062226618492,0.04795072173078897,0.2141582560301722,0.4934727304611554,6.303629272205798,0.005948139566805507,0.006053573350931884
2016-10-08 01:34:55,0.011358082632253127,0.05009584916830088,0.21870297640742592,0.49791385559774337,6.3136017277981615,0.006309857182241755,0.006467866912072197
2016-10-08 01:35:57,0.011601009429864882,0.052246927864303586,0.22327984231620968,0.5022359207811866,6.323520211076187,0.006683021182297695,0.006896937559919903
2016-10-08 01:36:58,0.011823317953415732,0.05448454754806215,0.22807393759307373,0.5063865212501579,6.333392133301195,0.0070673742066106205,0.007341233167234748
2016-10-08 01:37:59,0.012028746853155326,0.057393147958662016,0.2319141736188552,0.5105598634890709,6.34322136109052,0.007462805090028649,0.007801275519463917
2016-10-08 01:39:00,0.012220218621107639,0.061822373792414356,0.2365405971707418,0.5146529019431321,6.353007088852463,0.007869359055360153,0.008277200912555937
2016-10-08 01:40:02,0.012404920051302237,0.06869090203733254,0.24076716095816167,0.5188378171199499,6.363019661068099,0.008299462112907647,0.0087830467696162
2016-10-08 01:41:04,0.012578899790649942,0.07796204780759597,0.24509867164035168,0.5230103715272498,6.372962472222866,0.008740651930078492,0.009304334957125572
2016-10-08 01:42:05,0.012743354488459624,0.08791894156487531,0.248647590044488,0.5269942982147534,6.382809905533817,0.009190119080940761,0.009839155021123466
2016-10-08 01:43:07,0.012903442908241481,0.09740541365481804,0.2528542740967553,0.5310586369382192,6.3927979888353965,0.009658614804393596,0.010400486731359331
2016-10-08 01:44:08,0.01305518017467403,0.10666348688357008,0.25700217408752773,0.5349165807303451,6.4025925778021815,0.010130959542987168,0.010968165910347615
2016-10-08 01:45:10,0.013205687556463138,0.11674568504419763,0.26056578713372214,0.5389645773634166,6.4126048277406245,0.010626590193463998,0.011566793158426136
2016-10-08 01:46:11,0.013350354582113998,0.12689495531405603,0.2643897663102106,0.5430683277217845,6.422502044471388,0.011128569388665438,0.012186096080264887
2016-10-08 01:47:12,0.013490184795454115,0.13753759679785155,0.26831314305993514,0.5469293536669277,6.432323377786167,0.011639906791228121,0.01287966744821238
2016-10-08 01:48:14,0.013627466014862605,0.15077924287117683,0.27242912409263487,0.5507061594218294,6.4422109277203905,0.012168355388836935,0.013696805114184609
2016-10-08 01:49:15,0.013762190789861756,0.1636924156992759,0.27590376635271796,0.5541978319345352,6.452138433341853,0.01271383084365033,0.014608065452928129
2016-10-08 01:50:17,0.013894670326570012,0.1754070558313756,0.2794393110994948,0.5570306224648915,6.46206384446541,0.01327493702674028,0.015562166118023028
2016-10-08 01:51:18,0.01402314481334048,0.1862296676299166,0.2830503259093229,0.5614907050601264,6.471848766635656,0.013843225135279205,0.016521702108256275
2016-10-08 01:52:19,0.014150933406417186,0.19761970554030522,0.2870038962529021,0.563789548935966,6.481773372167515,0.014433092494461244,0.017510807932497388
2016-10-08 01:53:20,0.014192583788117186,0.20946212715816165,0.29005105651879326,0.5691048050669607,6.491611622198995,0.015030292305504515,0.018510522319772384
2016-10-08 01:54:21,0.014248874016572082,0.22179828998416873,0.2936460631635742,0.5703054830278157,6.501340316620965,0.015633450497952207,0.01952111325706517
2016-10-08 01:55:22,0.014293659866064866,0.23508279867553405,0.29657464815183776,0.576888780131898,6.511231894412401,0.016260146612863752,0.020572162749190603
2016-10-08 01:56:23,0.014750110306900512,0.2471607565461959,0.2997785793314892,0.5768617126694355,6.520991844455363,0.01689302750144195,0.02163269890026249
2016-10-08 01:57:25,0.0169904548414931,0.2588054661516415,0.3031574224356377,0.5846694290573244,6.530970583338876,0.017553169322408656,0.022741072897400356
2016-10-08 01:58:26,0.02134613580973644,0.2709454512019168,0.3071810357942069,0.5831421513849564,6.540922255495921,0.018222885887234502,0.023870832175779413
2016-10-08 01:59:27,0.02635873933228064,0.28329122609003177,0.31006300427586286,0.5923150522706755,6.550753094367362,0.018896198916246713,0.025010646106936103
2016-10-08 02:00:29,0.03133884031319773,0.2955021258267907,0.3139559741186547,0.5892790506210808,6.561573659368708,0.019592283878486917,0.026192442999340086
2016-10-08 02:01:32,0.03604385460192904,0.30895585520961577,0.31613655939622876,0.6000864968253458,6.573407582958952,0.020305237436335798,0.02740679751870758
2016-10-08 02:02:34,0.040219032651776385,0.32032111207560854,0.32043436142879,0.5961831175201198,6.585130898587879,0.02102291473302207,0.028634266291371453
2016-10-08 02:03:37,0.043981407532318544,0.3334161895520963,0.3230598425032801,0.6079217506945918,6.597123050550122,0.021770092633723245,0.029913984950674946
2016-10-08 02:04:38,0.0471990478498962,0.3467902592687335,0.32721541165984785,0.6024156179422726,6.608745623548035,0.02251099851643453,0.031179263191605362
2016-10-08 02:05:40,0.05009633825874042,0.3615805053199064,0.3292824395195346,0.6150569797850524,6.62046495492695,0.023272520505768675,0.03247896024623312
2016-10-08 02:06:42,0.052741276721243825,0.37640195725813086,0.33330679461703616,0.6079763958176119,6.632261503303788,0.024051600444170818,0.03381224475577927
2016-10-08 02:07:45,0.05525730955885938,0.3874637285433844,0.335932505982928,0.6237924591616367,6.644194651607609,0.024851248301015302,0.035185913411629244
2016-10-08 02:08:46,0.05762101109051401,0.3987655232475713,0.3401905727160399,0.6128633219491637,6.655787248628377,0.025639215124991677,0.03654519785288465
2016-10-08 02:09:48,0.05990427506138986,0.4075550405466172,0.3421745605897236,0.6320088647303529,6.667590626858442,0.026454848590129233,0.037952712971286565
2016-10-08 02:10:51,0.062065414546033995,0.4231194112325637,0.34658904113534655,0.6164777413545335,6.6795049927975345,0.027291771596012378,0.03939948661157877
2016-10-08 02:11:54,0.06415999357485791,0.4370440388914917,0.34759074571948423,0.6420114082788085,6.691440986943108,0.028140699065394462,0.04087303332887824
2016-10-08 02:12:57,0.06614223351717224,0.45273624870424245,0.35320366355611066,0.6189502061194438,6.70334055440968,0.029001987400570934,0.042367386867725475
2016-10-08 02:13:59,0.06799168948346562,0.46410122334322135,0.35364012989624405,0.6514783259365813,6.715201608254586,0.029873308880730615,0.04388207898638566
2016-10-08 02:15:02,0.06975706425730827,0.47678459009357554,0.35918958260198264,0.622174583258011,6.7270660772050075,0.03075161263960193,0.04542331400658772
2016-10-08 02:16:03,0.07136769834984072,0.48817651261835043,0.35991214416734263,0.6604894030119204,6.738722231040169,0.03162863442195074,0.04696032530968533
2016-10-08 02:17:06,0.07291907747688159,0.500509229095698,0.36472003340116543,0.6265311842787347,6.750599601036496,0.032537950807167954,0.04855130024484308
2016-10-08 02:18:08,0.07438617854991784,0.5168253491589538,0.3656792965571659,0.6679437510703368,6.762485129168169,0.03346065394413929,0.050168660158636774
2016-10-08 02:19:11,0.07578531244129011,0.5257204742207,0.3708124921594248,0.634155733709438,6.774373692776913,0.03438870348104873,0.05181061953093187
2016-10-08 02:20:14,0.07711749347240798,0.5365876332547901,0.37171392903637956,0.6717647047178958,6.786243284147073,0.03532845935850461,0.05347536590381212
2016-10-08 02:21:16,0.07839819919438851,0.5443290807276431,0.37736358049088325,0.6463463992499685,6.798076448838231,0.03628478586146184,0.05515973634955844
2016-10-08 02:22:18,0.07965349941168196,0.5542885358080404,0.37887558524144477,0.6713103013356464,6.809852696932902,0.037253974972647604,0.056862714280367446
2016-10-08 02:23:20,0.08090468494942901,0.5675478931880844,0.38325893428714525,0.6618363370022343,6.821565008584734,0.038231006087009,0.058582978748152964
2016-10-08 02:24:21,0.0821927008331892,0.5786143171342302,0.38553672165222574,0.6684038475815361,6.833213573548315,0.03921526871973385,0.06032065352582498
2016-10-08 02:25:22,0.0835496502563182,0.5904545057264295,0.3878408648997681,0.6789205552917505,6.844824004399405,0.040202276192466,0.0620770740858459
2016-10-08 02:26:23,0.08500518046804986,0.6007396452043408,0.39279228644967334,0.6639870110961066,6.856411478881165,0.04119820541014339,0.06385669375056868
2016-10-08 02:27:24,0.08659429033416421,0.6108457331201131,0.39366159061800543,0.694721530028447,6.867977514672499,0.04220708226445356,0.06565824136238504
2016-10-08 02:28:25,0.08836574839538545,0.6186344571969907,0.39834590222210653,0.6600003832898073,6.879517748372019,0.04322600993219532,0.06748345343977022
2016-10-08 02:29:26,0.0903158796642933,0.6294453113335233,0.39755163880200284,0.7087253250565959,6.891023262706762,0.044252700723918556,0.06932469288988848
2016-10-08 02:30:29,0.09290675845807336,0.6385660030819127,0.4041457677004704,0.6581898285141996,6.903021106352507,0.045335022593385566,0.07127044505244862
2016-10-08 02:31:32,0.09586409926213602,0.648192539294497,0.4035222259737148,0.7188704273358563,6.9149491322365915,0.04641999948300717,0.07322923494588225
2016-10-08 02:32:34,0.09875363968861131,0.6562414034407111,0.4102112584433064,0.6685841000125633,6.9267887475103365,0.047510227523394774,0.07520243497280624
2016-10-08 02:33:36,0.10100263238448087,0.6648932919298624,0.40981546628185284,0.7159621089161998,6.938555319671494,0.04860618748505028,0.07718850115640347
2016-10-08 02:34:38,0.10274923511788006,0.6740492559395671,0.4146075105616412,0.6926266761274353,6.950270856674253,0.04970847566468867,0.07919107004399896
2016-10-08 02:35:40,0.10474735495870818,0.6826312607524292,0.41684946543031426,0.7022313331932749,6.96194294715166,0.050822672721785436,0.08121362540039787
2016-10-08 02:36:41,0.10753047510064814,0.6893668099685728,0.41995733482096387,0.7234867729787944,6.973591132725332,0.05194559044148794,0.0832572246777438
2016-10-08 02:37:42,0.11087096651817246,0.6973672895625462,0.4240765234063545,0.6864946228340163,6.98520327112918,0.053079051052563345,0.08532315217282288
2016-10-08 02:38:43,0.11410476262312347,0.7046528469171932,0.42577904315424286,0.7461030237035309,6.996771393863179,0.05422254570569,0.0874046671561257
2016-10-08 02:39:44,0.11686158250218569,0.7117902756994252,0.4323996342513058,0.6801015462254287,7.008285825232352,0.05537168095750069,0.08950326835049095
2016-10-08 02:40:47,0.11950034757302411,0.7196283242675147,0.4302948230569553,0.7543486379187747,7.020254261926181,0.05658265310332298,0.09171443825028128
2016-10-08 02:41:50,0.12241730658903002,0.726580115983283,0.4372355564329435,0.6989383977752833,7.0321490863629235,0.05779942947146453,0.09393825394875788
2016-10-08 02:42:52,0.12574331678991757,0.7331204244321017,0.43916522715894757,0.73591358163309,7.043979215577011,0.059024389811464975,0.09617623892516895
2016-10-08 02:43:54,0.129113280066375,0.7400684786584932,0.44140904376032253,0.7422882585606816,7.05576381132308,0.06026191304952745,0.09843477643233572
2016-10-08 02:44:56,0.13216524166409205,0.7461646377229372,0.4448060902729072,0.7061207034747388,7.0675205180346685,0.0615094259170194,0.10071877902803406
2016-10-08 02:45:58,0.1349818878808397,0.7525847217259667,0.44614534202936273,0.7756136219275318,7.079256544954915,0.06277159938164378,0.1030192368894654
2016-10-08 02:47:00,0.13792261431788608,0.758167007554466,0.452891078875993,0.6971168703184566,7.090961836879663,0.06404514783403467,0.10534211136102414
2016-10-08 02:48:01,0.1411060916102923,0.7646215603252582,0.45023291749426053,0.7787928716361154,7.1026178010795045,0.06532830184971097,0.1076850613588019
2016-10-08 02:49:02,0.14431357376166282,0.7704803674824808,0.45682677600135957,0.7257955129385654,7.114207362503931,0.06662150635710555,0.11003736730807871
2016-10-08 02:50:03,0.14728493334997705,0.7762165338076019,0.4594053224146263,0.7518454292762828,7.125726916412108,0.06791958356053365,0.11239937653344767
2016-10-08 02:51:06,0.15014064555039452,0.782105121818899,0.4614227997984598,0.7804869269092793,7.137680175243509,0.06928171043796127,0.11487914839636858
2016-10-08 02:52:09,0.1529806701408313,0.7888297854168052,0.46800192457174794,0.7120747584630753,7.149587331700929,0.07065355087603792,0.11738262502791014
2016-10-08 02:53:11,0.15592712529602665,0.7950199791502031,0.4672878651464262,0.805803657224164,7.161474567266092,0.0720366371733124,0.11991067170790869
2016-10-08 02:54:14,0.1588518387158374,0.8014070542683132,0.47347982857835036,0.7304654156966013,7.173357818581243,0.07343604592870959,0.12246659604853817
2016-10-08 02:55:17,0.16159107245962304,0.8070859970090616,0.4743229632322585,0.7684699532807785,7.1852243744743305,0.07484831979888154,0.12504816654942078
2016-10-08 02:56:19,0.16417565601407386,0.8128450039392271,0.4757127521832654,0.796648204799467,7.197050140048496,0.07627072023183876,0.12764645574962877
2016-10-08 02:57:21,0.1667517433170267,0.8182662961641067,0.4819454709154455,0.7242431052498834,7.208807795294491,0.07770091061078843,0.1302589002222968
2016-10-08 02:58:22,0.16937583879455764,0.8232180620135909,0.4808888992149104,0.8236654066754147,7.22047950638199,0.07913483679658985,0.13287680222971943
2016-10-08 02:59:23,0.17193433949556913,0.8284686071406777,0.48763562967899676,0.743636744401702,7.2320686882972405,0.08057383177454529,0.1355019564442666
2016-10-08 03:00:24,0.17436109721867954,0.8334934205790712,0.48778703390264105,0.7918058544183527,7.2428434644329736,0.08202226543103666,0.13814097104952625
2016-10-08 03:01:25,0.17671119934963214,0.8389969295518093,0.4907236228003392,0.8099218283274385,7.252463704207299,0.08348579393052774,0.1407997261738546
2016-10-08 03:02:26,0.17906999294101356,0.8441681335020492,0.495257820406481,0.7427772991888658,7.262102659995207,0.08497004245921987,0.14349486628884967
2016-10-08 03:03:27,0.1814390827161989,0.8498755357952205,0.49532237600271006,0.8464727276470353,7.271766041973127,0.08647376093215553,0.14621891730418102
2016-10-08 03:04:30,0.1838440960418417,0.8555304249140008,0.5029015950634712,0.7590999352679138,7.281819131427201,0.08805078558776708,0.14908462617103901
2016-10-08 03:05:33,0.1861530676721182,0.8609074662300444,0.5034482250703247,0.796952428723956,7.291807190299547,0.0896279896843725,0.1519677982583697
2016-10-08 03:06:35,0.1884006277579442,0.866118766515596,0.5053160872374374,0.8448951895036655,7.301695641352079,0.09120236646663561,0.1548724135341541
2016-10-08 03:07:37,0.19061659494963049,0.8709513725771408,0.5115208391101114,0.7464040484384253,7.311478140254533,0.09277470172499616,0.15784669827194042
2016-10-08 03:08:38,0.19278296622543872,0.8760827924607884,0.5101779956451584,0.8565819355539218,7.321168961949423,0.09434849016011074,0.16090475002318014
