,"('basin_C', 'depthN')","('basin_S', 'depthN')","('basin_N1', 'depthN')","('basin_N2', 'depthN')","('basin_N3', 'depthN')","('basin_N4', 'depthN')"
2016-04-22 06:45:00,3.1357042651635623,2.713826522339474,5.298813367503558,4.538521109856693,5.42,6.313987455992521
2016-04-22 06:50:00,3.1356988363185914,2.713826522339474,5.298813364802976,4.538526446089373,5.42,6.316882394982038
2016-04-22 06:55:00,3.135679123097599,2.713826522339474,5.29881353066448,4.538529335267036,5.42,6.3210728231246955
2016-04-22 07:00:00,3.135693389377346,2.713826522339474,5.298813441963841,4.538531971030368,5.42,6.313257600754682
2016-04-22 07:05:00,3.131321995601322,2.7465087953959313,5.298813244621436,4.5385351420717805,5.42,6.324584563694854
2016-04-22 07:10:00,3.1262125395883738,2.7853012352591677,5.298813439779744,4.538537143616966,5.42,6.311936672733375
2016-04-22 07:15:00,3.1262103318651535,2.78534275124636,5.298813466014228,4.5385416692996605,5.42,6.321422336535023
2016-04-22 07:20:00,3.1261943613716854,2.78534275124636,5.298813435573701,4.538545668810368,5.42,6.314444037894667
2016-04-22 07:25:00,3.1217431852079187,2.8182602253113576,5.298813375917603,4.538547624012647,5.42,6.3178068667363965
2016-04-22 07:30:00,3.116741375485926,2.8561003855047122,5.298813525447482,4.538551817286778,5.42,6.31966157158718
2016-04-22 07:35:00,3.1167447291871175,2.8561003855047122,5.298813429949015,4.538556581240367,5.42,6.314154652684051
2016-04-22 07:40:00,3.116741532710099,2.8561003855047122,5.298813392022915,4.538560631612215,5.42,6.322647317110519
2016-04-22 07:45:00,3.116724138076538,2.8561003855047122,5.2988133411160785,4.538562499134137,5.42,6.310671868885771
2016-04-22 07:50:00,3.116729393961806,2.8561003855047122,5.298813460967612,4.538567001125815,5.42,6.321688291033661
2016-04-22 07:55:00,3.116733843336857,2.8561003855047122,5.2988134525855575,4.5385717031967685,5.42,6.3163855815786905
2016-04-22 08:00:00,3.1167528222673875,2.8561003855047122,5.298813316701974,4.538576887149588,5.42,6.316357015909747
2016-04-22 08:05:00,3.1167414519950065,2.8561003855047122,5.298813424500439,4.538580988726108,5.42,6.319950259831421
2016-04-22 08:10:00,3.1167258056483527,2.8561003855047122,5.298813538637496,4.538585922289381,5.42,6.312218062093633
2016-04-22 08:15:00,3.116729692679473,2.8561003855047122,5.298813376600899,4.538590377366228,5.42,6.322107084063463
2016-04-22 08:20:00,3.1167337886493574,2.8561003855047122,5.298813388989926,4.53859581017557,5.42,6.313045052401505
2016-04-22 08:25:00,3.116751221093324,2.8561003855047122,5.298813490250098,4.538599853551959,5.42,6.321827679677498
2016-04-22 08:30:00,3.112300658277831,2.8886526065668194,5.298813433848312,4.538604809631937,5.42,6.315632104390092
2016-04-22 08:35:00,3.1072829374787068,2.9260989446488908,5.298813324663314,4.538608126727562,5.42,6.31747278828836
2016-04-22 08:40:00,3.107288170868066,2.9260989446488908,5.298813436911958,4.538610380018766,5.42,6.319047049040143
2016-04-22 08:45:00,3.1072916110665183,2.9260989446488908,5.298813448678221,4.538614818179966,5.42,6.31321476086369
2016-04-22 08:50:00,3.1073055011883586,2.9260989446488908,5.298813403048257,4.538619873517133,5.42,6.323589358200116
2016-04-22 08:55:00,3.1072957636711207,2.9260989446488908,5.298813397729363,4.538624116337616,5.42,6.3129885621883846
2016-04-22 09:00:00,3.1072912612987915,2.9260989446488908,5.298813414787834,4.5386296352003725,5.42,6.319681543025161
2016-04-22 09:05:00,3.107279325819335,2.9260989446488908,5.298813504850111,4.538633721128871,5.42,6.316418876822752
2016-04-22 09:10:00,3.102728586614876,2.959558474776049,5.298813407556655,4.538638718952003,5.42,6.316457161445031
2016-04-22 09:15:00,3.0979082111724394,2.9954588645204554,5.298813391404103,4.538642806245449,5.42,6.3206332357313135
2016-04-22 09:20:00,3.097900261575002,2.9954588645204554,5.298813443656992,4.538647628629613,5.42,6.313803187498429
2016-04-22 09:25:00,3.0978953677855694,2.9954588645204554,5.2988134359416,4.5386523535233145,5.42,6.3216878721409895
2016-04-22 09:30:00,3.0978816216389706,2.9954588645204554,5.298813344908904,4.538656340793067,5.42,6.312261151026684
2016-04-22 09:35:00,3.097894847424623,2.9954588645204554,5.298813429775447,4.538658169602166,5.42,6.3201279411654365
2016-04-22 09:40:00,3.0979088627900646,2.9954588645204554,5.298813471987867,4.538662790648934,5.42,6.315500588809424
2016-04-22 09:45:00,3.0939390104585778,3.0242680061098204,5.298813399714016,4.5386670801809315,5.42,6.317194994387302
2016-04-22 09:50:00,3.0885173240179222,3.064118082404107,5.298813401351968,4.538672405875447,5.42,6.320348878654274
2016-04-22 09:55:00,3.088510304499063,3.064118082404107,5.298813483269295,4.53867550276078,5.42,6.31219270958114
2016-04-22 10:00:00,3.0842886964700424,3.0946396135477294,5.298813420390785,4.538678052707802,5.42,6.321477030399992
2016-04-22 10:05:00,3.0791667932844096,3.1320928455871453,5.298813405429009,4.538682286995351,5.42,6.314264530483752
2016-04-22 10:10:00,3.079173373015167,3.1320928455871453,5.29881338888336,4.5386860858259706,5.42,6.319857650481385
2016-04-22 10:15:00,3.079162235294019,3.1320928455871453,5.298813438608461,4.538687959975583,5.42,6.316893324461999
2016-04-22 10:20:00,3.07915373381403,3.1320928455871453,5.298813394666563,4.538692653004183,5.42,6.315944427826602
2016-04-22 10:25:00,3.079165074276088,3.1320928455871453,5.298813408609836,4.5386968802860554,5.42,6.319670789306441
2016-04-22 10:30:00,3.0791682987377866,3.1320928455871453,5.298813418329196,4.538701146502642,5.42,6.313441297135137
2016-04-22 10:35:00,3.0791697199060803,3.1320928455871453,5.298813470380603,4.538703088030464,5.42,6.322519994144198
2016-04-22 10:40:00,3.0791606088718266,3.1320928455871453,5.29881340653596,4.538707823958655,5.42,6.314006482520644
2016-04-22 10:45:00,3.0791565426827985,3.1320928455871453,5.29881340350134,4.538712018508848,5.42,6.32046206483251
2016-04-22 10:50:00,3.0791666762160537,3.1320928455871453,5.29881343620301,4.538716916499177,5.42,6.316256720851685
2016-04-22 10:55:00,3.079168320355972,3.1320928455871453,5.298813439137218,4.538721681230031,5.42,6.315554888744442
2016-04-22 11:00:00,3.0791657693749186,3.1320928455871453,5.298813369025897,4.538726625001172,5.42,6.3211440205185125
2016-04-22 11:05:00,3.07916005665721,3.1320928455871453,5.298813428373624,4.5387308233307655,5.42,6.313775682773807
2016-04-22 11:10:00,3.0791606892074963,3.1320928455871453,5.298813434029346,4.53873623466581,5.42,6.320742518933175
2016-04-22 11:15:00,3.079168812721291,3.1320928455871453,5.298813415286893,4.538740603397389,5.42,6.313732977376306
2016-04-22 11:20:00,3.0791679051546588,3.1320928455871453,5.298813401475373,4.538745500808657,5.42,6.318833894941765
2016-04-22 11:25:00,3.074864227958083,3.1628642198688532,5.298813466828772,4.538749656291811,5.42,6.317010909729378
2016-04-22 11:30:00,3.0698241684306273,3.199358861735895,5.298813417408958,4.538754506318391,5.42,6.316187538945783
2016-04-22 11:35:00,3.0698284949765,3.199398660959189,5.298813409123246,4.538759287364921,5.42,6.320460937485993
2016-04-22 11:40:00,3.0698395321050502,3.199398660959189,5.298813410164804,4.538764097055045,5.42,6.312497235666001
2016-04-22 11:45:00,3.0698303022705957,3.199398660959189,5.298813432319842,4.538768381674094,5.42,6.320759391084983
2016-04-22 11:50:00,3.0656882568289134,3.2287477203929438,5.298813399552076,4.538773224410548,5.42,6.313358315178564
2016-04-22 11:55:00,3.0605279933391967,3.265864423507666,5.298813413539035,4.538777398383109,5.42,6.319268591248495
2016-04-22 12:00:00,3.0605185541236315,3.266050861744028,5.298813421715215,4.538782741508156,5.42,6.317839207396585
2016-04-22 12:05:00,3.0605257286598158,3.266050861744028,5.298813438971722,4.538787100112143,5.42,6.314907700518131
2016-04-22 12:10:00,3.0605111517806294,3.266050861744028,5.298813408202038,4.538791982503755,5.42,6.319979571761418
2016-04-22 12:15:00,3.060508523184178,3.266050861744028,5.298813410881314,4.5387969117652585,5.42,6.313850009324375
2016-04-22 12:20:00,3.0605120756852444,3.266050861744028,5.298813453701249,4.538801538389324,5.42,6.321393796057828
2016-04-22 12:25:00,3.060520071215023,3.266050861744028,5.298813415458561,4.538804869405243,5.42,6.314963693461465
2016-04-22 12:30:00,3.06051880148603,3.266050861744028,5.298813385812284,4.538807356902012,5.42,6.318935975182414
2016-04-22 12:35:00,3.060509038760946,3.266050861744028,5.29881342802709,4.5388113688811345,5.42,6.31723566277128
2016-04-22 12:40:00,3.060509557921538,3.266050861744028,5.298813447386506,4.538816634944309,5.42,6.314992319571769
2016-04-22 12:45:00,3.060520129649495,3.266050861744028,5.298813388591879,4.538821156404121,5.42,6.321272068672245
2016-04-22 12:50:00,3.0605195340379456,3.266050861744028,5.298813418524941,4.538825912969078,5.42,6.31397748642563
2016-04-22 12:55:00,3.0605108134886096,3.266050861744028,5.298813455586805,4.5388302656232264,5.42,6.321480666606943
2016-04-22 13:00:00,3.0605090811063347,3.266050861744028,5.298813413756179,4.538835133131199,5.42,6.314672683621902
2016-04-22 13:05:00,3.06051237951886,3.266050861744028,5.298813410346237,4.538840049731501,5.42,6.3177595753671
2016-04-22 13:10:00,3.0605252638923055,3.266050861744028,5.298813447331958,4.5388447172426805,5.42,6.318163142208955
2016-04-22 13:15:00,3.0605172051789125,3.266050861744028,5.298813423506924,4.538849130233595,5.42,6.315495987513122
2016-04-22 13:20:00,3.060512466326705,3.266050861744028,5.298813415911404,4.538854261680688,5.42,6.320337468639394
2016-04-22 13:25:00,3.055753624767044,3.2995669918750696,5.298813395188538,4.53885884718184,5.42,6.3130342537129245
2016-04-22 13:30:00,3.0512212594993486,3.332071701393197,5.298813429307566,4.538863393039266,5.42,6.319989485508826
2016-04-22 13:35:00,3.051236122936185,3.332071701393197,5.298813420783738,4.53886783274451,5.42,6.314549247305417
2016-04-22 13:40:00,3.051220057899348,3.332071701393197,5.298813399860978,4.53887261802991,5.42,6.318236982107631
2016-04-22 13:45:00,3.0512144209645493,3.332071701393197,5.298813420317815,4.538876443406148,5.42,6.318529612580905
2016-04-22 13:50:00,3.0466285110421683,3.364168306480069,5.298813447710365,4.538877394486084,5.42,6.31426541489927
2016-04-22 13:55:00,3.041952032649381,3.3974660268093104,5.298813410770185,4.538879014203242,5.42,6.320046138545959
2016-04-22 14:00:00,3.0419613625338195,3.39746602680931,5.298813417416541,4.538883340827315,5.42,6.31314741688181
2016-04-22 14:05:00,3.0380341226740137,3.4246371511846894,5.298813436569574,4.538887639267,5.42,6.3200818944611745
2016-04-22 14:10:00,3.0326847487867843,3.4622398238175807,5.298813410784615,4.5388927306941715,5.42,6.315855517809412
2016-04-22 14:15:00,3.0326988366795846,3.4622398238175807,5.298813404587548,4.538897309960109,5.42,6.31764860335849
2016-04-22 14:20:00,3.0327018433162616,3.4622398238175807,5.2988134320709985,4.53890197142452,5.42,6.317997212214006
2016-04-22 14:25:00,3.032695844396389,3.4622398238175807,5.298813427623424,4.538907106997987,5.42,6.314703985515791
2016-04-22 14:30:00,3.032675509712702,3.4622398238175807,5.298813378986723,4.538910424313475,5.42,6.321114049019948
2016-04-22 14:35:00,3.028207710317978,3.4931926681611074,5.298813420132727,4.538912724953031,5.42,6.314350674259387
2016-04-22 14:40:00,3.019110209274163,3.556059355931797,5.298813451474459,4.538916906535936,5.42,6.320537453576891
2016-04-22 14:45:00,3.0141253099709493,3.5905435742427203,5.298813412257439,4.53892136131148,5.42,6.315481764046295
2016-04-22 14:50:00,3.0141183467753754,3.5905811452958147,5.2988134099108235,4.538926415454197,5.42,6.316887411726839
2016-04-22 14:55:00,3.0141048906253536,3.5905811452958147,5.29881343238285,4.538931132113499,5.42,6.3190104721930265
2016-04-22 15:00:00,3.0141235328831106,3.5905811452958147,5.2988134207146205,4.5389346137338595,5.42,6.315070081630287
2016-04-22 15:05:00,3.0141358498304927,3.5905811452958147,5.298813391489794,4.538936815716845,5.42,6.320798125029841
2016-04-22 15:10:00,3.0141176714437634,3.5905811452958147,5.298813445715689,4.538941207795562,5.42,6.31439373145332
2016-04-22 15:15:00,3.0141132633032437,3.5905811452958147,5.298813428960626,4.538946293129346,5.42,6.319204973529793
2016-04-22 15:20:00,3.014120057017738,3.5905811452958147,5.298813388320921,4.538950772838291,5.42,6.315672817995933
2016-04-22 15:25:00,3.014128003590008,3.5905811452958147,5.2988134189695035,4.538955388071292,5.42,6.3173574118752445
2016-04-22 15:30:00,3.0091970458327704,3.62413664894716,5.2988134312055974,4.5389603051806215,5.42,6.3189948044564
2016-04-22 15:35:00,3.0049156289903047,3.6535882760714653,5.298813397698947,4.538965006774452,5.42,6.3139532248763155
2016-04-22 15:40:00,3.0049295639866314,3.6535882760714657,5.298813414147522,4.538969428962703,5.42,6.319914031893107
2016-04-22 15:45:00,3.004943383340662,3.6535882760714653,5.29881345451964,4.538973124270758,5.42,6.313648433896479
2016-04-22 15:50:00,3.004928915205163,3.6535882760714657,5.298813416373866,4.538975320315436,5.42,6.319420240854274
2016-04-22 15:55:00,3.0049235559770207,3.6535882760714657,5.298813404971285,4.538978949948936,5.42,6.31666231241965
2016-04-22 16:00:00,3.0003936584372344,3.6842283366575312,5.298813418516321,4.538981013892861,5.42,6.31659385465667
2016-04-22 16:05:00,2.995765591573964,3.716033295976729,5.298813430065524,4.538985348281891,5.42,6.318562436105368
2016-04-22 16:10:00,2.9957676810712703,3.716033295976729,5.298813396496744,4.538989838529802,5.42,6.314383948325017
2016-04-22 16:15:00,2.9957514512538745,3.716033295976729,5.298813416154379,4.538994411707863,5.42,6.3197230136456115
2016-04-22 16:20:00,2.9957521839143175,3.716033295976729,5.298813423290333,4.538999436804846,5.42,6.314841753639563
2016-04-22 16:25:00,2.9957685380213275,3.716033295976729,5.2988134359375385,4.539004181073172,5.42,6.319562919607787
2016-04-22 16:30:00,2.9957645122864385,3.716033295976729,5.298813403338875,4.539008665187863,5.42,6.31624891820631
2016-04-22 16:35:00,2.995756629896692,3.716033295976729,5.298813433209331,4.539012669410495,5.42,6.316209288958454
2016-04-22 16:40:00,2.995744233049193,3.716033295976729,5.298813423503793,4.539014823987527,5.42,6.319578582560658
2016-04-22 16:45:00,2.995761530368263,3.716033295976729,5.298813406513185,4.53901934442387,5.42,6.314870409979403
2016-04-22 16:50:00,2.9957721117326686,3.716033295976729,5.298813456468109,4.539022807515736,5.42,6.3206180078726035
2016-04-22 16:55:00,2.9957551950739685,3.716033295976729,5.298813424844138,4.539025089033197,5.42,6.314753019728502
2016-04-22 17:00:00,2.995751712211684,3.716033295976729,5.298813415250528,4.539029697814472,5.42,6.318438630579057
2016-04-22 17:05:00,2.9957605825581513,3.716033295976729,5.298813406054004,4.539034426021964,5.42,6.316686672180232
2016-04-22 17:10:00,2.995765331532053,3.716033295976729,5.2988134329381555,4.5390388971146205,5.42,6.316635930143289
2016-04-22 17:15:00,2.9957552268080594,3.716033295976729,5.2988133996956845,4.5390435797727005,5.42,6.319053400753878
2016-04-22 17:20:00,2.9957523607607253,3.716033295976729,5.2988134128336215,4.539048134066462,5.42,6.315147415747086
2016-04-22 17:25:00,2.995757761688934,3.716033295976729,5.298813421309776,4.539053325991253,5.42,6.319628179884715
2016-04-22 17:30:00,2.9957721106377084,3.716033295976729,5.298813454932438,4.5390577549926725,5.42,6.314296258049287
2016-04-22 17:35:00,2.9957587010611038,3.716033295976729,5.298813411404924,4.53906246564089,5.42,6.318733334996066
2016-04-22 17:40:00,2.9957529808671,3.716033295976729,5.298813408595738,4.539067423256002,5.42,6.317353126606121
2016-04-22 17:45:00,2.9957536017364466,3.716033295976729,5.298813455150887,4.539072166658349,5.42,6.3157768554402605
2016-04-22 17:50:00,2.9957645359575307,3.716033295976729,5.298813414473503,4.539076593329139,5.42,6.3189273561393415
2016-04-22 17:55:00,2.995762072047458,3.716033295976729,5.298813387066563,4.539080347820495,5.42,6.31417613949038
2016-04-22 18:00:00,2.9957527214575763,3.716033295976729,5.298813432241464,4.539082445579006,5.42,6.319572067289899
2016-04-22 18:05:00,2.995754909802843,3.716033295976729,5.298813430090686,4.539087310737591,5.42,6.315403682363447
2016-04-22 18:10:00,2.9957688756196563,3.716033295976729,5.2988133903275365,4.539091737069561,5.42,6.318604404359952
2016-04-22 18:15:00,2.9957616549559707,3.716033295976729,5.298813421529234,4.539096474954933,5.42,6.316942586064445
2016-04-22 18:20:00,2.9957478221941587,3.716033295976729,5.29881345163356,4.53910092851074,5.42,6.316312727569379
2016-04-22 18:25:00,2.995756303743583,3.716033295976729,5.298813409176638,4.53910560999693,5.42,6.318573101726514
2016-04-22 18:30:00,2.9957623138273255,3.716033295976729,5.298813399528334,4.539109439848955,5.42,6.314864651270819
2016-04-22 18:35:00,2.9957670223909094,3.716033295976729,5.298813469739223,4.539111868924067,5.42,6.320236544821534
2016-04-22 18:40:00,2.9957544055700738,3.716033295976729,5.298813411940445,4.5391160462846925,5.42,6.315212393635599
2016-04-22 18:45:00,2.9957534109337822,3.716033295976729,5.298813406767399,4.539121257362395,5.42,6.31772232456061
2016-04-22 18:50:00,2.9957634554659145,3.716033295976729,5.298813430045387,4.539125732184136,5.42,6.317552569181652
2016-04-22 18:55:00,2.995763322793876,3.716033295976729,5.298813425500468,4.539129361435385,5.42,6.31607835066224
2016-04-22 19:00:00,2.9957525330754127,3.716033295976729,5.2988133892525235,4.5391302638238304,5.42,6.319496990210375
2016-04-22 19:05:00,2.9957542572116616,3.716033295976729,5.298813420300748,4.539131978020542,5.42,6.315021580152219
2016-04-22 19:10:00,2.995759516304896,3.716033295976729,5.298813428822241,4.53913655239437,5.42,6.319223821113465
2016-04-22 19:15:00,2.995769139891745,3.716033295976729,5.298813435325933,4.5391412599878525,5.42,6.315031696227789
2016-04-22 19:20:00,2.995757094212609,3.716033295976729,5.298813408746848,4.539145708524607,5.42,6.318057449131527
2016-04-22 19:25:00,2.9916917407795727,3.743277578898062,5.298813433351095,4.5391494891539175,5.42,6.317033051475841
2016-04-22 19:30:00,2.986626984572624,3.777746279354458,5.298813427936741,4.539151539136791,5.42,6.316446319907802
2016-04-22 19:35:00,2.986617061218852,3.7779186421243205,5.298813419752997,4.539156321748475,5.42,6.319115115398313
