,Or1,Or2,Or3,Or4,Or5,W1,W2,W3,W4,W5
2007-01-01 08:10:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 08:15:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 08:20:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 08:25:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 08:30:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 08:35:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 08:40:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 08:45:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 08:50:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 08:55:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 09:00:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 09:05:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 09:10:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 09:15:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 09:20:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 09:25:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 09:30:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 09:35:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 09:40:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 09:45:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 09:50:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 09:55:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 10:00:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 10:05:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 10:10:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 10:15:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 10:20:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 10:25:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 10:30:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 10:35:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 10:40:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 10:45:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 10:50:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 10:55:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 11:00:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 11:05:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 11:10:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 11:15:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 11:20:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 11:25:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 11:30:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 11:35:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 11:40:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 11:45:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 11:50:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
2007-01-01 11:55:00,1.0,1.0,1.0,1.0,1.0,0.06678030508660336,0.4875865286260607,0.14876213598445356,0.25,0.23281195565290985
