,ISD001,ISD002,ISD003,ISD004,ISD005,ISD006,ISD007,ISD008,ISD009,ISD010,ISD011
2017-01-01 01:00:00,0.0005808707747607836,0.28130310220045796,0.17926553339558823,0.15156033649724907,0.0003416698666182711,0.007415372687154533,0.36251788752407454,0.27387071533081714,0.024365713852074002,0.1558313035878519,0.7873991215803264
2017-01-01 01:05:00,0.001155856497941734,0.3091671470695478,0.2194721230440076,0.16675342012833966,0.0004707879251648015,0.011467650671450839,0.471129282118513,0.3103936524259366,0.029312238385076832,0.16723953083516988,0.7964094104942246
2017-01-01 01:10:00,0.0023140806174667926,0.3378052837557335,0.2595281652644118,0.1823226253430968,0.0006885679490603509,0.017499004650551774,0.5945853584500831,0.3475917998223373,0.034812591558824206,0.17812089425354613,0.804120550879807
2017-01-01 01:15:00,0.005206184344792109,0.3718604286927986,0.2963501347958465,0.20107891822631271,0.0010906530648635139,0.02852344873514574,0.7496970475669339,0.39113067811241614,0.041926078586181206,0.19070318577281348,0.8122402573846228
2017-01-01 01:20:00,0.011142516414695627,0.40539253104097217,0.3284658425822162,0.220042335538762,0.0016701364247389025,0.04817871729594393,0.8975893385486784,0.4331585740827457,0.04960297385476983,0.2027304950748981,0.8208275800267524
2017-01-01 01:25:00,0.02086602300135907,0.43518519632233804,0.35898173742229467,0.23730509138704492,0.0024184831249235506,0.08538699759948984,1.0137360467033534,0.47052971036296853,0.05713096074905763,0.21302785639634886,0.8286669136993772
2017-01-01 01:30:00,0.03664590862919721,0.4647782230325868,0.3917918068755651,0.25516599903967924,0.0035019189088755665,0.14133319601788163,1.1165506507520293,0.5074655745794087,0.06538353681994256,0.22312374751645875,0.8373932872731038
2017-01-01 01:35:00,0.06611843246335558,0.49878869453006985,0.4332641301164564,0.2767805242635496,0.005447010530249721,0.23198478504968198,1.2245743294355131,0.548763949290162,0.07606156913267074,0.23446171276526875,0.8491116704624548
2017-01-01 01:40:00,0.10965091531016674,0.5313447654295985,0.4758793269760188,0.298644000908107,0.008380948613851514,0.3471852822090964,1.3209408618936223,0.5860241240852502,0.08751045418593859,0.24500904474199253,0.8633990821614921
2017-01-01 01:45:00,0.16519408992330656,0.5598547243354641,0.5134973871721243,0.318880519371034,0.012587013543365593,0.4654421948134801,1.4020305416652747,0.6190850053311352,0.09865170735539519,0.25380143888480217,0.8784511086804357
2017-01-01 01:50:00,0.23376069698470658,0.5879043970615281,0.5525355037066884,0.33984785065802964,0.019409411664179577,0.5920138342280976,1.4732803816775613,0.6509128419460508,0.11043302716513144,0.2620036195681956,0.8961672945153086
2017-01-01 01:55:00,0.3203718238830152,0.6198112924741517,0.5989422830433483,0.3651461070771451,0.0333275080499548,0.7445007935195126,1.4791680536546576,0.6870510693338987,0.12499450018974448,0.2708028410248754,0.9200392909668018
2017-01-01 02:00:00,0.399055821224076,0.6500232946435647,0.6446661627804179,0.3906144756243531,0.06355146582118701,0.7740943772673139,1.4811967295507498,0.720415767848868,0.14008144895335856,0.27905374449856246,0.9462443513698507
2017-01-01 02:05:00,0.4680275612267618,0.6760597664339905,0.6857420610819362,0.4140255901109379,0.11647839727834017,0.7607548317683847,1.4735047648919186,0.7481189852801806,0.15436777813841587,0.28641073718126764,0.9719676425290763
2017-01-01 02:10:00,0.5354290912639242,0.7013068813938749,0.7270286062278456,0.43813016451809494,0.1902047449053369,0.7486703817787099,1.4666317929274801,0.7741458079073511,0.16941173524275466,0.29379012588305337,1.000151445250892
2017-01-01 02:15:00,0.6103617228640701,0.7296339811820198,0.7752214179412086,0.4667855776485614,0.29991019105529776,0.7522329869933863,1.4692925789035276,0.8022085886996306,0.18788666556332398,0.3024033083253814,1.0344462171810211
2017-01-01 02:20:00,0.6791350280914242,0.7561803739732007,0.8233576084337703,0.4951773226704419,0.41117914891868856,0.749775113595958,1.4695220672176763,0.8273762881759201,0.20618179279588983,0.31080304912889367,1.0698154792067198
2017-01-01 02:25:00,0.7367315076742798,0.7790054595734246,0.8662749004315293,0.5210307318577485,0.5191656556157558,0.7403117434465912,1.4640320416426675,0.8477501042641065,0.22278740660978297,0.3183098383542726,1.1029430259131858
2017-01-01 02:30:00,0.7912321210395739,0.8011375302459228,0.9090160315714322,0.5474673086742496,0.6426046693986587,0.7325876676565908,1.4592701785177864,0.8664352026742104,0.23986577898286188,0.32584474127541585,1.1369800975027362
2017-01-01 02:35:00,0.8509081416393874,0.8259681013575773,0.9580433535643799,0.5789946040119178,0.8144367769756471,0.7362896914658812,1.4616122698301015,0.8864000259839064,0.26042005311912436,0.3346106275069222,1.175545152069185
2017-01-01 02:40:00,0.905253693098035,0.8492277195177909,1.0039948864263994,0.6104249458530461,0.9800120264801274,0.7376552170068305,1.462167261624859,0.9042138520203077,0.281276451589432,0.3431078160320124,1.2140893472349061
2017-01-01 02:45:00,0.9507585064432273,0.8692157455901639,1.0437235811456325,0.6392021711704432,1.0484158887625012,0.7306329072451356,1.4577826812334331,0.9188076379101922,0.30088361777704997,0.3506458362104049,1.2502877571804736
2017-01-01 02:50:00,0.9943289326618568,0.8885897435830454,1.0827670487082317,0.668877594482365,1.0337059553276238,0.7241386745620791,1.4538327624688354,0.9323446000531029,0.32168326743025466,0.35815597339693345,1.2876363477417478
2017-01-01 02:55:00,1.0430846907516844,0.910319213920654,1.1274269949306484,0.7046538455953832,1.0395160078189403,0.7263272502284214,1.4551422807740386,0.9468485791685236,0.347665600418785,0.3668200788856611,1.3322685024780967
2017-01-01 03:00:00,1.0890478271098885,0.9305868622345824,1.1702859804115264,0.740760302746583,1.0376012916893131,0.7269908481731628,1.4553683049613229,0.9599063747495651,0.3748596720679974,0.3750969151237016,1.3766571045377958
2017-01-01 03:05:00,1.128833473788439,0.9352270229079594,1.208060008126479,0.7741540827959555,1.0243855269000726,0.7222107268584592,1.452098484502356,0.970427155021542,0.40075389537221673,0.382167968919618,1.416989951544977
2017-01-01 03:10:00,1.165534039756814,0.9342944873405773,1.24495701493601,0.809027909683287,1.0154003481478209,0.7180822398110291,1.449071363854828,0.9798186350061668,0.42815380286357574,0.38898399683870477,1.4580099486164682
2017-01-01 03:15:00,1.202421856472706,0.9357807295150131,1.2867448267346906,0.8516886379062732,1.020987226337794,0.720646569643597,1.4496514991016318,0.9892516569785152,0.46166485426812887,0.3966392112123407,1.5064003172940803
2017-01-01 03:20:00,1.2355028918987505,0.9363969752769357,1.326594482673377,0.8952928098718829,1.023753122014606,0.722109187961748,1.449470489715501,0.9970842612907603,0.49560724791306193,0.4038997403986494,1.5538162194257288
2017-01-01 03:25:00,1.2644111561654592,0.9349134721811824,1.3612014119907592,0.9361107955246177,1.0164369535109123,0.718512798529948,1.446998624260751,1.0030465398077293,0.5272614580937763,0.4102416023533416,1.596174718426083
2017-01-01 03:30:00,1.2932424875278103,0.9335135932446166,1.395091286642578,0.9787787974093693,1.0090794483123682,0.7150171541422425,1.4448390946407343,1.0082029577680993,0.5602867639115392,0.4164838288970524,1.6390272076433865
2017-01-01 03:35:00,1.3267110005169258,0.9346781512706868,1.4336252241801248,1.030990146235695,1.011848542146158,0.716888935981231,1.4448427083669162,1.013291338073294,0.6007366371498303,0.4236026066900779,1.6899505040489629
2017-01-01 03:40:00,1.3591930854956342,0.935245234580023,1.4702781050110354,1.0842114053552039,1.012266452633375,0.7177830120969939,1.4444019820863003,1.0174664758253489,0.6417603216383112,0.4303768698962654,1.7396067688545855
2017-01-01 03:45:00,1.3880536300706747,0.9339363386757622,1.5022966198709073,1.1338098757606643,1.0057847931236248,0.7145308811563804,1.442777699808713,1.0206036424689688,0.6794955808912393,0.43628502636194466,1.7845487977349523
2017-01-01 03:50:00,1.4167363751524598,0.9326971245080046,1.5338220296554694,1.1855748947204068,0.9999916715189172,0.7114531064474083,1.4414490636557902,1.0232807608666912,0.718361797500783,0.4420844669805066,1.8303357279981411
2017-01-01 03:55:00,1.4496378038828985,0.9337361608035553,1.5698048913614566,1.2486804152956619,1.0014335084793238,0.7125512996421283,1.441199793298145,1.0258790666263828,0.7647866389254335,0.4486717851730143,1.8847239774995632
2017-01-01 04:00:00,1.4808813367189915,0.9341897053328202,1.6040986255064142,1.3129785583003422,1.0013008044937621,0.7129229827711804,1.4407690928836125,1.0279465911325179,0.810978786710308,0.45486229435934555,1.9382524651347677
2017-01-01 04:05:00,1.5081857620368178,0.9328895911518327,1.6340486062268544,1.372804269615977,0.9964851428640061,0.7102188306746027,1.4398857163916619,1.0292515248265868,0.8532273686123611,0.460033851308493,1.9857801164979625
2017-01-01 04:10:00,1.5350681540684923,0.931709976929989,1.6635247504614827,1.435049607700661,0.9922809963426087,0.7077426767670668,1.4391623575113046,1.0299700235345008,0.8965312759139176,0.4649076067180447,2.0337001768966076
2017-01-01 04:15:00,1.56565903244925,0.932461852329846,1.697040023832545,1.5101443753229085,0.9927006756551281,0.7082408874547074,1.4386684552922469,1.0301164943230732,0.9480230399869459,0.47022774027570186,2.090030291145985
2017-01-01 04:20:00,1.5946500053871122,0.9327822408464141,1.7287356815127586,1.5859724620137208,0.9921930021963357,0.708218178113592,1.43805565746886,1.0296666682844684,0.9990042165574589,0.47509796258208836,2.1452621795867035
2017-01-01 04:25:00,1.619829725690388,0.9317602890618686,1.7560189083830486,1.6549734049403795,0.9889779112208502,0.7061122767767963,1.4375204262069494,1.0288190479301285,1.0451922646758467,0.4792062697186813,2.1948002831279316
2017-01-01 04:30:00,1.644509531065931,0.9308162841592614,1.782576364263121,1.7264588038778406,0.9862610677919064,0.704225333190525,1.4371615365772534,1.0276219834988531,1.0919812272222156,0.48313033942032857,2.2440128921368823
2017-01-01 04:35:00,1.6725929377929247,0.9314762571545462,1.8126327002477804,1.8113622518178343,0.9861430822661175,0.7041587585057015,1.436413272588621,1.025863685148923,1.1464564497633114,0.48746826220236616,2.302145468973449
2017-01-01 04:40:00,1.6992986885275936,0.931770173637274,1.8412253837709553,1.8437654577344,0.985526177255635,0.7037360074913153,1.4357313130198603,1.0238706334740544,1.1976671029443975,0.49147625186788046,2.3585988087520233
2017-01-01 04:45:00,1.7226120165945518,0.9309284292998088,1.8663076932353893,1.8386558649004183,0.9835632301156116,0.702181341115019,1.435651711873064,1.0219004117246426,1.241359388241283,0.4948769660007758,2.409025477908908
2017-01-01 04:50:00,1.7456314520658962,0.9301472096939002,1.890913420890488,1.8333459298789023,0.9819669766367115,0.7008645517529455,1.4357308103144701,1.0197900399658328,1.2794559383279138,0.4981354385750678,2.4603851086677686
2017-01-01 04:55:00,1.772025743776719,0.9307350514210107,1.9188472754576398,1.839841318447144,0.98152228557767,0.7003070060165075,1.4349801222504457,1.0172095161953711,1.3162510380098933,0.501683806300401,2.52086074776507
2017-01-01 05:00:00,1.7967897103804393,0.9306817503013337,1.944855854627074,1.840678855007981,0.9807231939190904,0.6994966995894194,1.4346333583530007,1.0146522609906818,1.3503112212384116,0.5016481636106714,2.579815419261425
2017-01-01 05:05:00,1.8188273079461719,0.9298688845267,1.9678573219438245,1.8345585532536375,0.9797060077048816,0.6985888798061298,1.4349325098238104,1.0121216205985895,1.3774358057396172,0.5013014289415705,2.6350691295371966
2017-01-01 05:10:00,1.8427476783290722,0.9299885976131803,1.9930386682779428,1.8374544934585422,0.9791077901393889,0.6977681105566663,1.4344149095442806,1.0089086986317994,1.4003163074883818,0.5013018075507362,2.6934674912478633
2017-01-01 05:15:00,1.8652773525627744,0.9301002843575102,2.017612547453415,1.8392976573703181,0.9787626586908355,0.6968987734632157,1.4337934662806577,1.0053494808236292,1.4005950758433299,0.5013111805179,2.747709648265009
2017-01-01 05:20:00,1.884235405347923,0.9294378498216576,2.0390027042138863,1.8324331128974665,0.9784752795108226,0.6963739573787779,1.4341043484149436,1.0019170444381045,1.3982792844525043,0.5010712219510634,2.800011548920959
2017-01-01 05:25:00,1.9025472108967745,0.9288485022818891,2.0599948130618886,1.8262154089196216,0.9782714826982086,0.6960607147161453,1.4344801418302602,0.9982809107729759,1.396215125830142,0.5008645183743845,2.8511032936641363
2017-01-01 05:30:00,1.9232333543995448,0.9291650147677799,2.083850691764428,1.8295730487376551,0.9779501742010014,0.6949948792631492,1.43355664190439,0.9938599343770141,1.397349152373666,0.500949021380808,2.907495200879281
2017-01-01 05:35:00,1.9428289130244791,0.9292788060450494,2.106487854694322,1.8306438939094467,0.9775862861942628,0.6939606235321009,1.4328598995817716,0.989436172967709,1.3987866612990252,0.500968747067595,2.95899736228852
2017-01-01 05:40:00,1.9598900211934605,0.9287836705121533,2.126197731782892,1.8252255251765392,0.9774062525665318,0.6938825042750575,1.4333352944629416,0.9854270567964298,1.396973218083169,0.5008002180990042,3.002755868137439
2017-01-01 05:45:00,1.976645248025376,0.9283360518216808,2.1455379711048836,1.820351342326183,0.9772920392279071,0.693996751870026,1.4338978132275852,0.981383062602008,1.3955785724614904,0.5006506081594716,3.0445481659616744
2017-01-01 05:50:00,1.9957251173915587,0.9286108122855381,2.1675283902309714,1.8228788986221232,0.976723921668769,0.6927101115047228,1.4330005602508413,0.9766846955862034,1.3972186407523277,0.500712974139278,3.0907240299236998
2017-01-01 05:55:00,2.013819874726112,0.9287235209005051,2.188474154656622,1.823644253060071,0.9761719306846709,0.6915672781155763,1.4324046563220245,0.9721598689986963,1.3983023970871418,0.5007254196047815,3.1332467728125253
2017-01-01 06:00:00,2.0295443829693003,0.9283104818512132,2.206827413478642,1.8193856467626437,0.9761216390112648,0.691904061397951,1.4330795710959892,0.968176964816698,1.3971173523399538,0.5005744049842122,3.1690418148688817
2017-01-01 06:05:00,2.0449443621210674,0.9278825516595023,2.224848825178751,1.8155265775758025,0.9761638618682456,0.6924223804481128,1.4337910400897493,0.9641447475765011,1.3961754796479309,0.5004031961539137,3.202890555173676
2017-01-01 06:10:00,2.0623600129490725,0.9280155646327122,2.2452302331097833,1.817346798845557,0.9753876773757728,0.6910640267299687,1.4329655876456104,0.9593106331634728,1.398602473827306,0.5003676121936536,3.2174670856438183
2017-01-01 06:15:00,2.078758393659765,0.9280244921746111,2.264436364274801,1.8178201660385445,0.9747103470373123,0.689946356827984,1.4323988779359984,0.9544857806863015,1.4003291891561613,0.5003105944165857,3.218113194964766
2017-01-01 06:20:00,2.092914513358252,0.9276909751854452,2.280973198081133,1.8144995770895378,0.9748561627200976,0.6906482354548247,1.4330551252400314,0.9501005152512515,1.39922181594802,0.5002119189710226,3.215099393270129
2017-01-01 06:25:00,2.1067022646048637,0.927403150853242,2.2969856270673756,1.8115261971977819,0.975103030541322,0.691482993457111,1.4337361398995911,0.9456426010805273,1.3979718973090371,0.5001390065888173,3.212261956126674
2017-01-01 06:30:00,2.1222641157223188,0.9275047662791069,2.3149993656153955,1.8128129515439269,0.974186742311167,0.6901382418527253,1.4328274153741591,0.9403787897998701,1.4003987651783014,0.500099454244358,3.2133006746235835
2017-01-01 06:35:00,2.1368668592050213,0.9275203542110158,2.331920825997465,1.8130904741361644,0.9734441301005123,0.6890915272210205,1.4322304920919624,0.9352444158372439,1.4018412230326411,0.5000530176441943,3.2134992063648413
2017-01-01 06:40:00,2.1381981696956176,0.9272921431957496,2.346448331230119,1.810555855811784,0.9737952423154408,0.6900266786726914,1.4329252272870499,0.930736982286233,1.4002066789192065,0.5000114002759185,3.211295453336639
2017-01-01 06:45:00,2.1374675140759627,0.927093468993148,2.3605795534387433,1.8082992953548525,0.9742386503668634,0.6910512878249563,1.4336547173720187,0.9262823119546604,1.3985886142531272,0.4999841080633014,3.2092697519707265
2017-01-01 06:50:00,2.138724673721599,0.9271733605178003,2.376530895667239,1.8091631594019835,0.9732325195598917,0.6897417821943054,1.4328278571897044,0.921190237009554,1.4011781627937876,0.4999333107263765,3.2100632533562097
2017-01-01 06:55:00,2.1394716506876494,0.9271919253167553,2.3915772621987443,1.8092849074468247,0.972462157436639,0.6887625082708411,1.432324569217386,0.9163541674311996,1.4031572989825107,0.49988656208390686,3.2101795235214827
2017-01-01 07:00:00,2.138423918849627,0.9270232049254341,2.4046190763048774,1.8073755173499957,0.9729916984112605,0.6898332886526857,1.4330909668821539,0.912154540228752,1.4016891315150986,0.4998686722842564,3.2084333070946567
2017-01-01 07:05:00,2.13735210518464,0.9268566217181416,2.4174578517056036,1.8056839860213558,0.9736000842233753,0.6909721737538382,1.4338668832007553,0.9080203672172421,1.4000159885347245,0.49984773793937665,3.2068773022401653
2017-01-01 07:10:00,2.1383454566644513,0.9268838978554108,2.4320355885281986,1.806180660309319,0.9725475562173518,0.6897569596262925,1.4331472246489312,0.9032762050043672,1.402920619501287,0.4997589406009643,3.2074019200896173
2017-01-01 07:15:00,2.1389207226589804,0.9268681957475968,2.4457754459395513,1.8061450849521117,0.971783635294616,0.6889017760307083,1.4327238694067534,0.8987366691098977,1.4048036640269537,0.49968817969707735,3.2074526576038123
2017-01-01 07:20:00,2.1378750635488393,0.9267450519428142,2.4576380982499857,1.8047425513291184,0.9724633914281365,0.690061492261245,1.433463935455792,0.8947628862814372,1.4028791592088383,0.4997000936469909,3.206171290107516
2017-01-01 07:25:00,2.1368515035646443,0.9266428408495351,2.4691819047085612,1.8035240041496734,0.9732067360159041,0.6912553098829224,1.4341951646271762,0.8908560744547318,1.4008193076695796,0.49972426939589787,3.205049493366152
2017-01-01 07:30:00,2.137744372741291,0.9266582920702774,2.482183628887544,1.803734633242965,0.9721609223200689,0.6901771213438522,1.433541594457122,0.8864200595098612,1.4035225906528213,0.4996340389622082,3.2053983384072553
2017-01-01 07:35:00,2.138263972405693,0.9266487985241361,2.4944101754497248,1.8036071798387552,0.9714424336765773,0.6894547974025356,1.4331729272105989,0.8822278815044333,1.4051739574924003,0.49956960229633085,3.2054126853942746
2017-01-01 07:40:00,2.137299491214435,0.9265749281855808,2.5049594040993277,1.8026324492516224,0.9722366555419119,0.690617127311622,1.4338783495325274,0.8786040508335043,1.4029741067473958,0.49960962457616265,3.20450257514949
2017-01-01 07:45:00,2.1363642131744047,0.9265138468164669,2.515200132901811,1.8018011781368781,0.9730739383186245,0.69178617371923,1.4345724358976832,0.8750814398591624,1.4007488523746738,0.49965636473895825,3.203713487035553
2017-01-01 07:50:00,2.137215697516517,0.9265246219118151,2.5266533455429725,1.8017861306333196,0.9720779041463349,0.6908473373966632,1.4340156590994382,0.871128557270221,1.4032334135901046,0.4995642448107883,3.2039310133134995
2017-01-01 07:55:00,2.137726884380018,0.9265209702468289,2.5373688472755584,1.8015600811728962,0.9714289312723514,0.690250507153554,1.4337254746594144,0.8674338294284349,1.4045453628842521,0.49950299619921296,3.203921143309341
2017-01-01 08:00:00,2.136841198064942,0.9264907469202455,2.546588931488711,1.800921088347898,0.9722903350237054,0.6913644868839031,1.4343720005440845,0.8642765547675595,1.4022903732425291,0.4995707046859549,3.2032920673457568
2017-01-01 08:05:00,2.1359673117616054,0.9264900241023779,2.5494816381486234,1.8004112181961642,0.9731744193110266,0.692471726021351,1.4349995183125,0.8612871227438635,1.400243991374777,0.4996594237776849,3.202770172659894
2017-01-01 08:10:00,2.136712116259118,0.9265524461660701,2.5503513446233432,1.8002303582911636,0.9722599870928,0.6916919116971458,1.434556823752695,0.8580866184429607,1.403704290216259,0.499605107526381,3.2029490936096936
2017-01-01 08:15:00,2.1371474376520516,0.926601519102204,2.550828562918361,1.7999538470590868,0.9716974195538775,0.6912307800410655,1.4343888095634063,0.8552491685190888,1.4064996402305847,0.4995773236465023,3.2029670028857042
2017-01-01 08:20:00,2.136334745384328,0.9265872475552184,2.5501085676193718,1.7995935842897386,0.972584283069533,0.6922697131595676,1.435054313429228,0.8529505458382147,1.404928298943859,0.4996449440326599,3.202544927825501
2017-01-01 08:25:00,2.1355496266799237,0.9265658348498678,2.549394713541509,1.7993280455729228,0.9734740546200212,0.6932918098245349,1.4356856013834027,0.8508471181501209,1.4029613908786205,0.49970744372627307,3.202181789795523
2017-01-01 08:30:00,2.136247916818707,0.9266344387563535,2.5500746353390804,1.7990109290752916,0.9726665462474129,0.6927005676940352,1.435464377229144,0.8486377507244203,1.406385447190452,0.49964805551115365,3.2022930465587676
2017-01-01 08:35:00,2.1366802091234387,0.9266835846524117,2.550445618887637,1.798687322493696,0.9722024485580836,0.6924041027292467,1.4354466459234099,0.8467039472930572,1.4085747297008566,0.4996147551997313,3.202298240918453
2017-01-01 08:40:00,2.1359622917802383,0.9266529332944663,2.5497524879809736,1.7985436685376532,0.9730798451202604,0.6933571774491768,1.4360096191390719,0.8451510645817595,1.406075982235001,0.4996722685550906,3.202007520337135
2017-01-01 08:45:00,2.135252324076978,0.9266173605836876,2.549084053373476,1.7984760778801814,0.9739476339199851,0.6942665465459713,1.4365089518752776,0.8437379578266617,1.403425423958633,0.4997280937432145,3.2017564533169875
2017-01-01 08:50:00,2.135912777256364,0.9266900450720461,2.5497045222164467,1.7980588593314457,0.9732848811761367,0.6938796489620926,1.4364161021527242,0.8422599135424005,1.4062851903847844,0.49967082029520177,3.2018264691714373
2017-01-01 08:55:00,2.1363225904277274,0.926738985698759,2.550042324691522,1.79770638893069,0.9729460201822409,0.6937377414411008,1.436451885520702,0.8409699289760024,1.4079129952236338,0.4996391203289537,3.2018250222889755
2017-01-01 09:00:00,2.1356537992492983,0.926723099779089,2.5494044177466226,1.7977469881936066,0.9737874267099904,0.6945508316208766,1.4368484153144396,0.8399458659988213,1.4050509495427845,0.4997177924137302,3.201628795571126
2017-01-01 09:05:00,2.1350015318164126,0.9267485535483015,2.5488199813445713,1.7978632469403901,0.9746003808792025,0.695300918674834,1.4371985091158266,0.839123789709341,1.4021761909449988,0.49983013658093345,3.201498504618687
2017-01-01 09:10:00,2.1356789475534605,0.9269296715562486,2.5494717516404313,1.7974233563504398,0.974104438743915,0.6950841923123333,1.4372313968474457,0.8385260428842688,1.4043559026218158,0.49985460193155307,3.201647867376264
2017-01-01 09:15:00,2.1361563760083317,0.9270760543314126,2.5498752400488467,1.797112998957814,0.9738925041223832,0.6950540907511071,1.437396261367058,0.8382898467832385,1.4054655447708366,0.49988781258602977,3.201727533198768
2017-01-01 09:20:00,2.135590537757362,0.9270502376602195,2.54933073694332,1.7973049815969613,0.9746535566006033,0.6957014730066493,1.4377595654457112,0.8383584234138011,1.4026844942358891,0.4999434168616598,3.201601627063409
2017-01-01 09:25:00,2.1350060867548413,0.9269995998772911,2.548786205177546,1.797528965194647,0.975370733493903,0.6962915935090811,1.4380665264373436,0.8386581504319204,1.4000182752779022,0.49998294084854544,3.2014871767090183
2017-01-01 09:30:00,2.1357122296346356,0.9271934582970378,2.549429433614067,1.7970769175469148,0.9750408777836368,0.6962582677224699,1.4383439143155354,0.8392642767609729,1.4018301642865252,0.4999972166171349,3.201608883050042
2017-01-01 09:35:00,2.1361946462985077,0.9273318671752443,2.549817656407913,1.7967729339257075,0.9749482809280436,0.6963754466851585,1.4386597215207222,0.840066147632142,1.4026782699048954,0.5000149030850343,3.2016782718621912
2017-01-01 09:40:00,2.1356083830539307,0.9272474831774897,2.549268846986005,1.7970410762693032,0.9756049530184125,0.6968959882867383,1.438868553788592,0.840935978724158,1.3995511696125558,0.5000359038729322,3.201567389620309
2017-01-01 09:45:00,2.1349327708104573,0.927147419000233,2.5487319449423644,1.7973312616002666,0.9762105844643834,0.6973474726628112,1.4389904193265082,0.8419250751527079,1.3968307289839503,0.5000504883582604,3.2014599344042343
2017-01-01 09:50:00,2.1354912301235727,0.9273433358099444,2.5493810242704127,1.796877807235513,0.9760607827188013,0.6975231138753335,1.4393646126352242,0.8431954296343027,1.397535870610763,0.5000665047774954,3.201571192258691
2017-01-01 09:55:00,2.135862757416521,0.927471440436435,2.549784997486468,1.796590486080818,0.9760977268887778,0.6977827160447871,1.4396828683558298,0.8445192384958756,1.3976864312615185,0.5000825475470996,3.2016343344553597
2017-01-01 10:00:00,2.135287317846643,0.927386684251377,2.549259627178092,1.7969313163512335,0.9766390575989097,0.698132717133354,1.439670312804438,0.845770503156714,1.3957164978501806,0.5001235427212443,3.201534518156362
2017-01-01 10:05:00,2.134742126493313,0.9273564833607941,2.548771773428739,1.7973065224047713,0.9771185143371428,0.6983967978044783,1.4396073888977967,0.847213064262493,1.3940099397581305,0.5002098097699303,3.2014961921850493
2017-01-01 10:10:00,2.135466060964771,0.9276985646283471,2.549522413388199,1.7969374368292974,0.9771507830815633,0.698717456180734,1.4400546187012764,0.8492675662332946,1.394720356966264,0.5003377696429608,3.2017658135519036
2017-01-01 10:15:00,2.1360597830180357,0.9279557378317822,2.550039753476889,1.7967421666136791,0.9773052564032206,0.6990598030617591,1.4404484260106145,0.8516226465162502,1.3950344815298978,0.5004402122913119,3.201954327935754
2017-01-01 10:20:00,2.135644242868576,0.9278483528719174,2.5495622541457186,1.7971191192318854,0.9777031497286788,0.6992302800477972,1.440413318253659,0.8540039668815682,1.3937239726147372,0.500442477152744,3.201866154700731
